station_id,name,lat,lon,address,capacity,current
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,1
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,1
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,1
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,1
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,1
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,1
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,1
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,1
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,1
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,1
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,1
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,1
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,1
